id,name,type,zone_min,zone_max,sun,soils,water,goals,harvest,traits,notes,partner,query,life_cycle,horizon,days_to_maturity_min,days_to_maturity_max,first_output_years_min,first_output_years_max,full_output_years_min,full_output_years_max,productive_lifespan_years_min,productive_lifespan_years_max,mature_height_ft_min,mature_height_ft_max,mature_spread_ft_min,mature_spread_ft_max,spacing_plant_ft_min,spacing_plant_ft_max,spacing_row_ft_min,spacing_row_ft_max,spacing_area_sqft_min,spacing_area_sqft_max,plants_per_100_sqft_min,plants_per_100_sqft_max,planting_depth_in_min,planting_depth_in_max,planting_depth_kind,planting_depth_note,planting_depth_confidence,container_min_gallons,container_suitability,container_note,container_confidence,deer_resistance,deer_resistance_label,deer_resistance_confidence,deer_resistance_note,juglone_tolerance,juglone_tolerance_label,juglone_tolerance_confidence,juglone_tolerance_note,output_kind,output_unit,output_min,output_max,yield_lbs_unit,yield_lbs_min,yield_lbs_max,yield_lbs_confidence,yield_lbs_method,ten_year_yield_lbs_min,ten_year_yield_lbs_max,harvest_window_weeks_min,harvest_window_weeks_max,difficulty_score,reliability_score,maintenance_score,multi_use_score,risk_level,data_confidence,data_method,metric_source_keys,metric_notes,last_reviewed
ashmeads-kernel-apple,Ashmead's Kernel apple,fruit tree,4a,8a,full,loam; clay,medium,fruit,russeted dessert apples in fall,intense aromatic flavor; heritage russet apple,Fruit appearance is rustic but eating quality can be exceptional in cool fall weather.,raintree,Ashmead's Kernel apple tree,woody perennial,Long horizon,,,2,4,6,10,15,25,10,22,10,20,10,20,12,25,120,500,0.2,0.8,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,75,150,lb/plant/year,75,150,medium,direct pound yield from crop metric source,381.7,763.3,2,5,4,3,4,1,elevated,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-pome-spacing-yield; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
northern-spy-apple,Northern Spy apple,fruit tree,4a,8a,full,loam; clay,medium,fruit,large baking apples in late fall,excellent pie apple; long-lived vigorous tree,"Slow to bear compared with many modern apples, but valued for storage and baking.",starkbros,Northern Spy apple tree,woody perennial,Long horizon,,,2,4,6,10,15,25,10,22,10,20,10,20,12,25,120,500,0.2,0.8,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,75,150,lb/plant/year,75,150,medium,direct pound yield from crop metric source,381.7,763.3,2,5,4,3,4,1,elevated,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-pome-spacing-yield; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
moonglow-pear,Moonglow pear,fruit tree,5a,8a,full,loam; clay,medium,fruit; curb-appeal,yellow pears in late summer,fire blight-resistant pear; good pollinizer,A practical European pear for humid regions; pair with another compatible pear.,starkbros,Moonglow pear tree,woody perennial,Long horizon,,,4,5,7,10,15,30,12,25,12,20,15,20,18,25,270,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,80,120,lb/plant/year,80,120,medium,direct pound yield from crop metric source,324.6,486.9,2,5,3,3,4,2,moderate,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-pome-spacing-yield; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.; Pollination context can change realized yield; use companion or compatible cultivar notes before planting.",2026-05-31
magness-pear,Magness pear,fruit tree,5a,9a,full,loam; clay,medium,fruit,sweet pears in late summer to early fall,high dessert quality; fire blight tolerance,Needs a compatible pollinizer because pollen can be poor; excellent fruit when managed well.,raintree,Magness pear tree,woody perennial,Long horizon,,,4,5,7,10,15,30,12,25,12,20,15,20,18,25,270,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,80,120,lb/plant/year,80,120,medium,direct pound yield from crop metric source,324.6,486.9,2,5,3,3,4,1,moderate,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-pome-spacing-yield; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.; Pollination context can change realized yield; use companion or compatible cultivar notes before planting.",2026-05-31
warren-pear,Warren pear,fruit tree,5a,9a,full,loam; clay,medium,fruit,smooth buttery pears in late summer,fire blight tolerance; excellent dessert pear,A strong choice for the Southeast where many European pears struggle.,starkbros,Warren pear tree,woody perennial,Long horizon,,,4,5,7,10,15,30,12,25,12,20,15,20,18,25,270,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,80,120,lb/plant/year,80,120,medium,direct pound yield from crop metric source,324.6,486.9,2,5,3,3,4,1,moderate,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-pome-spacing-yield; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
bosc-pear,Bosc pear,fruit tree,5a,8a,full,loam; clay,medium,fruit,russeted pears in fall,firm cooking pear; stores well,"Give full sun, annual pruning, and a compatible pollinizer for reliable crops.",starkbros,Bosc pear tree,woody perennial,Long horizon,,,4,5,7,10,15,30,12,25,12,20,15,20,18,25,270,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,80,120,lb/plant/year,80,120,medium,direct pound yield from crop metric source,324.6,486.9,2,5,3,3,4,1,moderate,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-pome-spacing-yield; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.; Pollination context can change realized yield; use companion or compatible cultivar notes before planting.",2026-05-31
comice-pear,Comice pear,fruit tree,5a,8a,full,loam; clay,medium,fruit,large dessert pears in fall,buttery dessert pear; premium fresh eating,Best in sites with good airflow and careful disease monitoring.,starkbros,Comice pear tree,woody perennial,Long horizon,,,4,5,7,10,15,30,12,25,12,20,15,20,18,25,270,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,80,120,lb/plant/year,80,120,medium,direct pound yield from crop metric source,324.6,486.9,2,5,3,3,4,1,moderate,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-pome-spacing-yield; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
20th-century-asian-pear,20th Century Asian pear,fruit tree,5a,9a,full,loam; clay,medium,fruit; curb-appeal,crisp round pears in late summer,juicy crisp texture; productive Asian pear,Thin aggressively to improve fruit size and reduce limb stress.,starkbros,20th Century Asian pear tree,woody perennial,Long horizon,,,4,5,7,10,15,30,12,25,12,20,15,20,18,25,270,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,80,120,lb/plant/year,80,120,medium,direct pound yield from crop metric source,324.6,486.9,2,5,3,3,4,2,moderate,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-pome-spacing-yield; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
korean-giant-asian-pear,Korean Giant Asian pear,fruit tree,5a,9a,full,loam; clay,medium,fruit,large crisp pears in fall,large storage fruit; sweet crisp texture,A long-season Asian pear that needs full sun and a sturdy scaffold structure.,starkbros,Korean Giant Asian pear tree,woody perennial,Long horizon,,,4,5,7,10,15,30,12,25,12,20,15,20,18,25,270,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,80,120,lb/plant/year,80,120,medium,direct pound yield from crop metric source,324.6,486.9,2,5,3,3,4,1,moderate,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-pome-spacing-yield; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
olympic-asian-pear,Olympic Asian pear,fruit tree,5a,9a,full,loam; clay,medium,fruit,large bronze pears in fall,excellent keeper; crisp juicy flesh,Often listed with Korean Giant selections; give a compatible Asian pear pollinizer.,raintree,Olympic Asian pear tree,woody perennial,Long horizon,,,4,5,7,10,15,30,12,25,12,20,15,20,18,25,270,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,80,120,lb/plant/year,80,120,medium,direct pound yield from crop metric source,324.6,486.9,2,5,3,3,4,1,moderate,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-pome-spacing-yield; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.; Pollination context can change realized yield; use companion or compatible cultivar notes before planting.",2026-05-31
lapins-cherry,Lapins sweet cherry,fruit tree,5a,9a,full,loam,medium,fruit; curb-appeal,dark sweet cherries in early summer,self-fertile sweet cherry; showy spring bloom,"A useful sweet cherry where space allows only one tree, though airflow remains essential.",starkbros,Lapins cherry tree,woody perennial,Long horizon,,,4,7,7,10,15,25,15,30,15,25,20,25,25,30,500,750,0.1,0.2,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,60,90,lb/plant/year,60,90,medium,direct pound yield from crop metric source,243.4,365.1,2,5,4,2,4,2,elevated,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-stone-spacing-yield; umn-stone-fruit; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.; Pollination context can change realized yield; use companion or compatible cultivar notes before planting.",2026-05-31
black-tartarian-cherry,Black Tartarian sweet cherry,fruit tree,5a,8a,full,loam,medium,fruit; curb-appeal,dark sweet cherries in early summer,classic pollinizer cherry; rich sweet fruit,Needs another compatible sweet cherry nearby for production.,starkbros,Black Tartarian cherry tree,woody perennial,Long horizon,,,4,7,7,10,15,25,15,30,15,25,20,25,25,30,500,750,0.1,0.2,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,60,90,lb/plant/year,60,90,medium,direct pound yield from crop metric source,243.4,365.1,2,5,4,2,4,2,elevated,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-stone-spacing-yield; umn-stone-fruit; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.; Pollination context can change realized yield; use companion or compatible cultivar notes before planting.",2026-05-31
sweetheart-cherry,Sweetheart cherry,fruit tree,5a,9a,full,loam,medium,fruit; curb-appeal,late sweet cherries,self-fertile cultivar; extends cherry season,A late cherry that needs bird protection and good air movement in humid summers.,starkbros,Sweetheart cherry tree,woody perennial,Long horizon,,,4,7,7,10,15,25,15,30,15,25,20,25,25,30,500,750,0.1,0.2,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,60,90,lb/plant/year,60,90,medium,direct pound yield from crop metric source,243.4,365.1,2,5,4,2,4,2,elevated,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-stone-spacing-yield; umn-stone-fruit; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.; Pollination context can change realized yield; use companion or compatible cultivar notes before planting.",2026-05-31
utah-giant-cherry,Utah Giant sweet cherry,fruit tree,5a,9a,full,loam,medium,fruit,large sweet cherries in early summer,large firm fruit; productive in dry-summer climates,Best with another compatible sweet cherry and careful cracking management.,starkbros,Utah Giant cherry tree,woody perennial,Long horizon,,,4,7,7,10,15,25,15,30,15,25,20,25,25,30,500,750,0.1,0.2,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,60,90,lb/plant/year,60,90,medium,direct pound yield from crop metric source,243.4,365.1,2,5,4,2,4,1,elevated,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-stone-spacing-yield; umn-stone-fruit; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.; Pollination context can change realized yield; use companion or compatible cultivar notes before planting.",2026-05-31
madison-peach,Madison peach,fruit tree,5a,8a,full,loam; sandy,medium,fruit; curb-appeal,freestone peaches in late summer,cold-hardy peach; showy spring bloom,A good peach candidate for colder sites with enough chill and full sun.,starkbros,Madison peach tree,woody perennial,Long horizon,,,3,4,5,7,10,15,12,20,12,20,14,20,20,25,280,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,90,120,lb/plant/year,90,120,medium,direct pound yield from crop metric source,540,720,2,5,4,2,4,2,elevated,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-stone-spacing-yield; umn-stone-fruit; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
intrepid-peach,Intrepid peach,fruit tree,4b,8a,full,loam; sandy,medium,fruit; curb-appeal,yellow peaches in midsummer,cold-hardy flower buds; productive freestone peach,Useful where late winter cold damages other peach flower buds.,starkbros,Intrepid peach tree,woody perennial,Long horizon,,,3,4,5,7,10,15,12,20,12,20,14,20,20,25,280,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,90,120,lb/plant/year,90,120,medium,direct pound yield from crop metric source,540,720,2,5,4,2,4,2,elevated,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-stone-spacing-yield; umn-stone-fruit; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
redgold-nectarine,Redgold nectarine,fruit tree,5a,8a,full,loam; sandy,medium,fruit; curb-appeal,large nectarines in late summer,freestone nectarine; sweet firm fruit,"Needs peach-style disease and insect management, especially in humid regions.",starkbros,Redgold nectarine tree,woody perennial,Long horizon,,,3,4,5,7,10,15,12,20,12,20,14,20,20,25,280,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,90,120,lb/plant/year,90,120,medium,direct pound yield from crop metric source,540,720,2,5,4,2,4,2,elevated,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-stone-spacing-yield; umn-stone-fruit; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
fantasia-nectarine,Fantasia nectarine,fruit tree,6a,9a,full,loam; sandy,medium,fruit; curb-appeal,yellow nectarines in midsummer,large flavorful fruit; productive warm-climate nectarine,Best in warm sites with low spring frost risk and good disease protection.,starkbros,Fantasia nectarine tree,woody perennial,Long horizon,,,3,4,5,7,10,15,12,20,12,20,14,20,20,25,280,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,occasionally-damaged,Occasionally damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,90,120,lb/plant/year,90,120,medium,direct pound yield from crop metric source,540,720,2,5,4,2,4,2,elevated,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-stone-spacing-yield; umn-stone-fruit; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
harlayne-apricot,Harlayne apricot,fruit tree,5a,8a,full,loam; sandy,medium,fruit; curb-appeal,apricots in midsummer,cold-hardy apricot; later blooming tendency,Still vulnerable to late frost; choose a slope or airy site when possible.,starkbros,Harlayne apricot tree,woody perennial,Long horizon,,,3,5,5,8,12,20,12,20,12,20,13,20,20,25,260,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,60,120,lb/plant/year,60,120,medium,direct pound yield from crop metric source,332,664,2,5,4,2,4,2,elevated,medium,tree fruit template; rootstock and region can change values materially,psu-stone-spacing-yield; umn-stone-fruit; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
blenheim-apricot,Blenheim apricot,fruit tree,6a,9a,full,loam; sandy,medium,fruit; curb-appeal,aromatic apricots in early summer,classic drying apricot; rich flavor,"Best in mild, dry-summer climates with limited spring frost.",starkbros,Blenheim apricot tree,woody perennial,Long horizon,,,3,5,5,8,12,20,12,20,12,20,13,20,20,25,260,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,60,120,lb/plant/year,60,120,medium,direct pound yield from crop metric source,332,664,2,5,4,2,4,2,elevated,medium,tree fruit template; rootstock and region can change values materially,psu-stone-spacing-yield; umn-stone-fruit; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
early-golden-apricot,Early Golden apricot,fruit tree,5a,8a,full,loam; sandy,medium,fruit; curb-appeal,early apricots in summer,early-bearing apricot; sweet orange fruit,Plant where cold air drains away because bloom frost is the main crop risk.,starkbros,Early Golden apricot tree,woody perennial,Long horizon,,,3,5,5,8,12,20,12,20,12,20,13,20,20,25,260,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,60,120,lb/plant/year,60,120,medium,direct pound yield from crop metric source,332,664,2,5,4,2,4,2,elevated,medium,tree fruit template; rootstock and region can change values materially,psu-stone-spacing-yield; umn-stone-fruit; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.",2026-05-31
au-rosa-plum,AU Rosa plum,fruit tree,6a,9a,full,loam; clay,medium,fruit; curb-appeal,red Japanese-type plums in summer,Southern-adapted plum; showy spring bloom,A good fit for warm humid regions when paired with a compatible plum.,starkbros,AU Rosa plum tree,woody perennial,Long horizon,,,4,5,6,8,12,20,12,20,12,20,14,20,20,25,280,500,0.2,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,25,limited,Use dwarf/root-pruned culture for long-term containers; in-ground usually performs better.,low,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,75,120,lb/plant/year,75,120,medium,direct pound yield from crop metric source,375,600,2,5,3,3,4,2,moderate,medium,tree fruit template; rootstock and region can change values materially,purdue-midwest-fruit; psu-stone-spacing-yield; umn-stone-fruit; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Rootstock, pruning system, chill hours, and pest pressure can materially change yield and mature size.; Pollination context can change realized yield; use companion or compatible cultivar notes before planting.",2026-05-31
